System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(NNO) rhol rhos viscosity aH2O chisqr
57 4000.00 1232.00 100.004599 1.0000000000000000 1.000000 -1215414.945019 293.151924 39.630376 155.375836 -466.908936 5334.868460 -7.203 0.000 2.523433 0.000000 1.349 n/a n/a
58 4000.00 1229.00 100.004714 1.0000000000000000 1.000000 -1215882.694792 292.842161 39.614469 155.370947 -466.180452 5332.812687 -7.236 0.000 2.524449 0.000000 1.360 n/a n/a
59 4000.00 1226.00 100.004832 1.0000000000000000 1.000000 -1216350.464977 292.531791 39.598570 155.366082 -465.452523 5330.739632 -7.269 0.000 2.525466 0.000000 1.371 n/a n/a
48 10000.00 1279.00 99.972888 0.9993312800402167 0.999451 -1188944.610725 294.936768 37.996991 154.863898 -164.663121 4563.499076 -6.702 0.000 2.630759 3.203211 1.188 n/a n/a
60 4000.00 1223.00 100.004952 1.0000000000000000 1.000000 -1216818.256017 292.220812 39.582679 155.361239 -464.725149 5328.649302 -7.303 0.000 2.526483 0.000000 1.381 n/a n/a
30 1000.00 1313.00 100.020344 0.9961181360800653 0.933627 -1212380.502396 303.200605 44.061312 155.962719 -3451.560636 7947.710510 -6.357 0.000 2.421969 0.132763 1.164 n/a n/a
57 7000.00 1238.00 99.988016 1.0000000000000000 1.000000 -1204815.339523 292.228957 38.508397 155.027804 -298.194256 4772.786166 -7.137 0.000 2.596525 0.000000 1.328 n/a n/a
61 4000.00 1220.00 100.005074 1.0000000000000000 1.000000 -1217286.068361 291.909222 39.566796 155.356421 -463.998332 5326.541706 -7.336 0.000 2.527500 0.000000 1.392 n/a n/a
58 7000.00 1237.00 99.988043 1.0000000000000000 1.000000 -1204970.747603 292.126387 38.503645 155.025375 -298.066088 4772.274353 -7.148 0.000 2.596846 0.000000 1.332 n/a n/a
62 4000.00 1217.00 100.005199 1.0000000000000000 1.000000 -1217753.902463 291.597018 39.550921 155.351625 -463.272073 5324.416852 -7.370 0.000 2.528518 0.000000 1.403 n/a n/a
49 10000.00 1280.00 99.972896 1.0000000000000000 1.000000 -1188762.064957 295.054432 38.004260 154.892831 -164.743775 4564.573576 -6.691 0.000 2.630571 0.000000 1.185 n/a n/a
50 10000.00 1279.90 99.972897 1.0000000000000000 1.000000 -1188777.570002 295.044461 38.003804 154.892486 -164.742228 4564.546330 -6.692 0.000 2.630602 0.000000 1.185 n/a n/a
31 1000.00 1310.00 100.020428 0.9961386927394201 0.934070 -1212850.370990 302.905018 44.025873 155.959918 -3430.408527 7939.133192 -6.387 0.000 2.422819 0.133056 1.174 n/a n/a
63 4000.00 1214.00 100.004853 0.9974003108918601 0.997965 -1218331.883835 291.204714 39.529585 155.205990 -462.414171 5317.650923 -7.404 0.000 2.528441 3.232396 1.419 n/a n/a
51 10000.00 1279.80 99.972898 1.0000000000000000 1.000000 -1188793.075037 295.034490 38.003349 154.892142 -164.740682 4564.519065 -6.693 0.000 2.630634 0.000000 1.185 n/a n/a
59 7000.00 1236.00 99.987774 0.9982311837258403 0.998583 -1205203.317194 291.969250 38.495370 154.927633 -297.863615 4769.124828 -7.159 0.000 2.596483 3.241225 1.339 n/a n/a
32 1000.00 1307.00 100.020515 0.9961593474157570 0.934515 -1213320.265109 302.608877 43.990432 155.957125 -3409.243299 7930.490047 -6.417 0.000 2.423669 0.133351 1.183 n/a n/a
52 10000.00 1279.70 99.972899 1.0000000000000000 1.000000 -1188808.580062 295.024517 38.002893 154.891797 -164.739136 4564.491780 -6.694 0.000 2.630665 0.000000 1.186 n/a n/a
53 10000.00 1279.60 99.972900 1.0000000000000000 1.000000 -1188824.085078 295.014545 38.002437 154.891452 -164.737591 4564.464477 -6.695 0.000 2.630697 0.000000 1.186 n/a n/a
64 4000.00 1217.00 100.005199 1.0000000000000000 1.000000 -1217753.902463 291.597018 39.550921 155.351625 -463.272073 5324.416852 -7.370 0.000 2.528518 0.000000 1.403 n/a n/a
54 10000.00 1279.50 99.972901 1.0000000000000000 1.000000 -1188839.590085 295.004571 38.001982 154.891108 -164.736046 4564.437155 -6.696 0.000 2.630729 0.000000 1.186 n/a n/a
33 1000.00 1304.00 100.020603 0.9961801006788783 0.934961 -1213790.185099 302.312180 43.954990 155.954341 -3388.064984 7921.780536 -6.447 0.000 2.424520 0.133647 1.193 n/a n/a
65 4000.00 1216.00 100.005241 1.0000000000000000 1.000000 -1217909.852078 291.492813 39.545631 155.350032 -463.030111 5323.704734 -7.381 0.000 2.528857 0.000000 1.407 n/a n/a
55 10000.00 1279.40 99.972903 1.0000000000000000 1.000000 -1188855.095082 294.994597 38.001526 154.890764 -164.734502 4564.409813 -6.697 0.000 2.630760 0.000000 1.187 n/a n/a
60 7000.00 1237.00 99.987905 0.9991701390975622 0.999335 -1205007.004147 292.100794 38.501991 154.980651 -298.031140 4771.038205 -7.148 0.000 2.596526 3.240610 1.333 n/a n/a
56 10000.00 1279.30 99.972904 1.0000000000000000 1.000000 -1188870.600069 294.984623 38.001071 154.890419 -164.732959 4564.382452 -6.698 0.000 2.630792 0.000000 1.187 n/a n/a
34 1000.00 1301.00 100.020693 0.9962009531016948 0.935407 -1214260.131304 302.014925 43.919546 155.951566 -3366.873615 7913.004112 -6.477 0.000 2.425371 0.133944 1.202 n/a n/a
57 10000.00 1279.20 99.972905 1.0000000000000000 1.000000 -1188886.105046 294.974648 38.000615 154.890075 -164.731416 4564.355073 -6.700 0.000 2.630823 0.000000 1.187 n/a n/a
61 7000.00 1238.00 99.988016 1.0000000000000000 1.000000 -1204815.339523 292.228957 38.508397 155.027804 -298.194256 4772.786166 -7.137 0.000 2.596525 0.000000 1.328 n/a n/a

35 1000.00 1298.00 100.020786 0.9962219052602157 0.935855 -1214730.104075 301.717109 43.884101 155.948799 -3345.669228 7904.160224 -6.507 0.000 2.426222 0.134244 1.211 n/a n/a
62 7000.00 1237.90 99.988019 1.0000000000000000 1.000000 -1204830.880292 292.218703 38.507921 155.027561 -298.181436 4772.735071 -7.138 0.000 2.596557 0.000000 1.328 n/a n/a

60 10000.00 1278.90 99.972908 1.0000000000000000 1.000000 -1188932.619923 294.944718 37.999248 154.889042 -164.726791 4564.272819 -6.703 0.000 2.630918 0.000000 1.188 n/a n/a
63 7000.00 1237.80 99.988021 1.0000000000000000 1.000000 -1204846.421070 292.208448 38.507446 155.027318 -298.168617 4772.683956 -7.140 0.000 2.596589 0.000000 1.329 n/a n/a
36 1000.00 1295.00 100.020881 0.9962429577335082 0.936304 -1215200.103767 301.418731 43.848655 155.946040 -3324.451861 7895.248313 -6.538 0.000 2.427073 0.134545 1.221 n/a n/a
64 7000.00 1237.70 99.988024 1.0000000000000000 1.000000 -1204861.961857 292.198193 38.506971 155.027075 -298.155799 4772.632823 -7.141 0.000 2.596621 0.000000 1.329 n/a n/a
61 10000.00 1278.80 99.972909 1.0000000000000000 1.000000 -1188948.124862 294.934741 37.998793 154.888698 -164.725251 4564.245363 -6.704 0.000 2.630950 0.000000 1.189 n/a n/a
67 4000.00 1216.00 100.005108 0.9992611055847455 0.999422 -1217941.253306 291.470181 39.544075 155.309988 -462.992443 5322.391352 -7.381 0.000 2.528547 3.231184 1.408 n/a n/a
65 7000.00 1237.60 99.988027 1.0000000000000000 1.000000 -1204877.502652 292.187937 38.506496 155.026832 -298.142981 4772.581670 -7.142 0.000 2.596653 0.000000 1.330 n/a n/a

63 10000.00 1278.60 99.972912 1.0000000000000000 1.000000 -1188979.134713 294.914784 37.997882 154.888010 -164.722171 4564.190393 -6.706 0.000 2.631013 0.000000 1.189 n/a n/a
67 7000.00 1237.40 99.988032 1.0000000000000000 1.000000 -1204908.584268 292.167423 38.505545 155.026346 -298.117348 4772.479307 -7.144 0.000 2.596718 0.000000 1.330 n/a n/a

38 1000.00 1289.00 100.021077 0.9962853659558893 0.937204 -1216140.185343 300.820278 43.777760 155.940549 -3281.978347 7877.218153 -6.599 0.000 2.428777 0.135151 1.240 n/a n/a
68 7000.00 1237.30 99.988035 1.0000000000000000 1.000000 -1204924.125089 292.157165 38.505070 155.026103 -298.104532 4772.428097 -7.145 0.000 2.596750 0.000000 1.331 n/a n/a

68 4000.00 1217.00 100.005199 1.0000000000000000 1.000000 -1217753.902463 291.597018 39.550921 155.351625 -463.272073 5324.416852 -7.370 0.000 2.528518 0.000000 1.403 n/a n/a
69 7000.00 1237.20 99.988038 1.0000000000000000 1.000000 -1204939.665918 292.146907 38.504595 155.025861 -298.091716 4772.376868 -7.146 0.000 2.596782 0.000000 1.331 n/a n/a
66 10000.00 1278.30 99.972915 1.0000000000000000 1.000000 -1189025.649419 294.884843 37.996515 154.886978 -164.717557 4564.107796 -6.709 0.000 2.631108 0.000000 1.190 n/a n/a
39 1000.00 1286.00 100.021179 0.9963067228782865 0.937655 -1216610.267956 300.520198 43.742311 155.937817 -3260.722284 7868.098751 -6.629 0.000 2.429630 0.135457 1.250 n/a n/a
70 7000.00 1237.10 99.988040 1.0000000000000000 1.000000 -1204955.206756 292.136647 38.504120 155.025618 -298.078902 4772.325620 -7.147 0.000 2.596814 0.000000 1.331 n/a n/a
67 10000.00 1278.20 99.972916 1.0000000000000000 1.000000 -1189041.154302 294.874862 37.996059 154.886634 -164.716020 4564.080226 -6.710 0.000 2.631139 0.000000 1.191 n/a n/a
70 4000.00 1216.80 100.005207 1.0000000000000000 1.000000 -1217785.092188 291.576182 39.549863 155.351307 -463.223676 5324.274582 -7.372 0.000 2.528585 0.000000 1.404 n/a n/a
71 7000.00 1237.00 99.988043 1.0000000000000000 1.000000 -1204970.747603 292.126387 38.503645 155.025375 -298.066088 4772.274353 -7.148 0.000 2.596846 0.000000 1.332 n/a n/a
68 10000.00 1278.10 99.972918 1.0000000000000000 1.000000 -1189056.659176 294.864880 37.995604 154.886290 -164.714483 4564.052636 -6.711 0.000 2.631171 0.000000 1.191 n/a n/a
71 4000.00 1216.70 100.005212 1.0000000000000000 1.000000 -1217800.687088 291.565763 39.549334 155.351147 -463.199478 5324.203418 -7.373 0.000 2.528619 0.000000 1.404 n/a n/a

72 7000.00 1236.90 99.988046 1.0000000000000000 1.000000 -1204986.288458 292.116127 38.503170 155.025132 -298.053274 4772.223067 -7.149 0.000 2.596878 0.000000 1.332 n/a n/a
69 10000.00 1278.00 99.972919 1.0000000000000000 1.000000 -1189072.164040 294.854897 37.995148 154.885946 -164.712947 4564.025027 -6.712 0.000 2.631202 0.000000 1.191 n/a n/a
72 4000.00 1216.60 100.005216 1.0000000000000000 1.000000 -1217816.282012 291.555344 39.548805 155.350988 -463.175281 5324.132235 -7.374 0.000 2.528653 0.000000 1.404 n/a n/a
73 7000.00 1236.80 99.988049 1.0000000000000000 1.000000 -1205001.829322 292.105866 38.502695 155.024890 -298.040461 4772.171762 -7.150 0.000 2.596910 0.000000 1.332 n/a n/a
70 10000.00 1277.90 99.972920 1.0000000000000000 1.000000 -1189087.668895 294.844914 37.994693 154.885603 -164.711412 4563.997400 -6.713 0.000 2.631234 0.000000 1.192 n/a n/a
73 4000.00 1216.50 100.005220 1.0000000000000000 1.000000 -1217831.876961 291.544924 39.548276 155.350829 -463.151084 5324.061033 -7.375 0.000 2.528687 0.000000 1.405 n/a n/a
74 7000.00 1236.70 99.988051 1.0000000000000000 1.000000 -1205017.370195 292.095604 38.502219 155.024647 -298.027649 4772.120438 -7.152 0.000 2.596943 0.000000 1.333 n/a n/a

71 10000.00 1277.80 99.972921 1.0000000000000000 1.000000 -1189103.173741 294.834930 37.994237 154.885259 -164.709877 4563.969753 -6.714 0.000 2.631265 0.000000 1.192 n/a n/a
74 4000.00 1216.40 100.005224 1.0000000000000000 1.000000 -1217847.471935 291.534503 39.547747 155.350669 -463.126889 5323.989811 -7.377 0.000 2.528721 0.000000 1.405 n/a n/a
75 7000.00 1236.60 99.988054 1.0000000000000000 1.000000 -1205032.911076 292.085341 38.501744 155.024404 -298.014837 4772.069094 -7.153 0.000 2.596975 0.000000 1.333 n/a n/a
75 4000.00 1216.30 100.005229 1.0000000000000000 1.000000 -1217863.066933 291.524081 39.547218 155.350510 -463.102693 5323.918570 -7.378 0.000 2.528755 0.000000 1.406 n/a n/a
76 7000.00 1236.50 99.988057 1.0000000000000000 1.000000 -1205048.451966 292.075078 38.501269 155.024162 -298.002026 4772.017732 -7.154 0.000 2.597007 0.000000 1.333 n/a n/a

76 4000.00 1216.20 100.005233 1.0000000000000000 1.000000 -1217878.661957 291.513659 39.546689 155.350351 -463.078499 5323.847311 -7.379 0.000 2.528789 0.000000 1.406 n/a n/a
72 10000.00 1277.70 99.972840 0.9971581825827456 0.997665 -1189235.354240 294.748824 37.982256 154.776600 -164.431287 4560.538204 -6.715 0.000 2.630755 3.203796 1.192 n/a n/a
77 7000.00 1236.40 99.988059 1.0000000000000000 1.000000 -1205063.992865 292.064814 38.500794 155.023919 -297.989215 4771.966350 -7.155 0.000 2.597039 0.000000 1.334 n/a n/a
77 4000.00 1216.10 100.005237 1.0000000000000000 1.000000 -1217894.257005 291.503236 39.546160 155.350192 -463.054305 5323.776032 -7.380 0.000 2.528823 0.000000 1.406 n/a n/a
43 1000.00 1274.00 100.021608 0.9963931831368705 0.939471 -1218490.885893 299.314145 43.600516 155.926975 -3175.570433 7830.911897 -6.753 0.000 2.433042 0.136698 1.288 n/a n/a
78 7000.00 1236.30 99.988062 1.0000000000000000 1.000000 -1205079.533772 292.054549 38.500319 155.023677 -297.976405 4771.914950 -7.156 0.000 2.597071 0.000000 1.334 n/a n/a
78 4000.00 1216.00 100.005241 1.0000000000000000 1.000000 -1217909.852078 291.492813 39.545631 155.350032 -463.030111 5323.704734 -7.381 0.000 2.528857 0.000000 1.407 n/a n/a
73 10000.00 1277.80 99.972844 0.9973251628043085 0.997803 -1189213.006150 294.763277 37.983389 154.783308 -164.449095 4560.765814 -6.714 0.000 2.630756 3.203751 1.192 n/a n/a
79 7000.00 1236.20 99.988065 1.0000000000000000 1.000000 -1205095.074689 292.044284 38.499844 155.023434 -297.963596 4771.863530 -7.157 0.000 2.597103 0.000000 1.334 n/a n/a
79 4000.00 1215.90 100.005245 1.0000000000000000 1.000000 -1217925.447176 291.482388 39.545102 155.349873 -463.005918 5323.633416 -7.382 0.000 2.528891 0.000000 1.407 n/a n/a
80 7000.00 1236.10 99.988068 1.0000000000000000 1.000000 -1205110.615614 292.034018 38.499369 155.023192 -297.950787 4771.812092 -7.158 0.000 2.597135 0.000000 1.335 n/a n/a
80 4000.00 1215.80 100.005250 1.0000000000000000 1.000000 -1217941.042299 291.471963 39.544574 155.349714 -462.981726 5323.562080 -7.383 0.000 2.528925 0.000000 1.407 n/a n/a
44 1000.00 1271.00 100.021721 0.9964150593361599 0.939927 -1218961.114146 299.011186 43.565068 155.924286 -3154.250828 7821.434850 -6.785 0.000 2.433896 0.137012 1.298 n/a n/a
74 10000.00 1277.90 99.972847 0.9974921729088587 0.997940 -1189190.655276 294.777730 37.984521 154.790017 -164.466908 4560.993448 -6.713 0.000 2.630756 3.203706 1.192 n/a n/a
81 4000.00 1215.70 100.005254 1.0000000000000000 1.000000 -1217956.637446 291.461538 39.544045 155.349555 -462.957535 5323.490725 -7.384 0.000 2.528959 0.000000 1.408 n/a n/a
81 7000.00 1236.00 99.987774 0.9982311837251735 0.998583 -1205203.317194 291.969250 38.495370 154.927633 -297.863615 4769.124828 -7.159 0.000 2.596483 3.241225 1.339 n/a n/a
45 1000.00 1268.00 100.021836 0.9964370411963667 0.940384 -1219431.372679 298.707644 43.529621 155.921606 -3132.918679 7811.884434 -6.816 0.000 2.434750 0.137328 1.308 n/a n/a
75 10000.00 1278.00 99.972851 0.9976592129780045 0.998077 -1189168.301612 294.792185 37.985654 154.796727 -164.484725 4561.221107 -6.712 0.000 2.630756 3.203661 1.191 n/a n/a
82 7000.00 1236.10 99.987787 0.9983249522848339 0.998658 -1205183.697065 291.982401 38.496032 154.932927 -297.880353 4769.316110 -7.158 0.000 2.596488 3.241164 1.338 n/a n/a
46 1000.00 1265.00 100.021954 0.9964591293259453 0.940842 -1219901.661887 298.403517 43.494174 155.918935 -3111.574045 7802.260020 -6.848 0.000 2.435605 0.137646 1.318 n/a n/a
76 10000.00 1278.10 99.972855 0.9978262830981309 0.998214 -1189145.945155 294.806640 37.986787 154.803439 -164.502546 4561.448791 -6.711 0.000 2.630757 3.203616 1.191 n/a n/a
83 4000.00 1215.50 100.005044 0.9987948531286091 0.999057 -1218039.002460 291.403788 39.540449 155.283927 -462.847755 5321.205477 -7.387 0.000 2.528520 3.231487 1.411 n/a n/a
83 7000.00 1236.20 99.987800 0.9984187490197133 0.998733 -1205164.074455 291.995553 38.496694 154.938223 -297.897095 4769.507404 -7.157 0.000 2.596492 3.241102 1.338 n/a n/a
47 1000.00 1262.00 100.022074 0.9964813243361511 0.941302 -1220371.982167 298.098803 43.458729 155.916272 -3090.216990 7792.560968 -6.879 0.000 2.436459 0.137966 1.328 n/a n/a
77 10000.00 1278.20 99.972859 0.9979933833492212 0.998352 -1189123.585901 294.821095 37.987920 154.810152 -164.520371 4561.676500 -6.710 0.000 2.630757 3.203571 1.191 n/a n/a
84 4000.00 1215.60 100.005057 0.9988880472488606 0.999130 -1218019.457523 291.417065 39.541174 155.289136 -462.876686 5321.442611 -7.386 0.000 2.528526 3.231426 1.410 n/a n/a
48 1000.00 1259.00 100.022197 0.9965036268409662 0.941762 -1220842.333922 297.793498 43.423285 155.913619 -3068.847580 7782.786634 -6.911 0.000 2.437314 0.138288 1.338 n/a n/a
78 10000.00 1278.30 99.972862 0.9981605138151209 0.998489 -1189101.223846 294.835552 37.989053 154.816866 -164.538200 4561.904234 -6.709 0.000 2.630757 3.203526 1.190 n/a n/a
49 1000.00 1256.00 100.022322 0.9965260374570727 0.942223 -1221312.717560 297.487602 43.387842 155.910974 -3047.465883 7772.936363 -6.943 0.000 2.438170 0.138611 1.348 n/a n/a
85 7000.00 1236.40 99.987827 0.9986064270786945 0.998883 -1205124.821791 292.021859 38.498018 154.948820 -297.930587 4769.890030 -7.155 0.000 2.596500 3.240979 1.337 n/a n/a
85 4000.00 1215.70 100.005070 0.9989812695370966 0.999203 -1217999.910141 291.430343 39.541899 155.294346 -462.905621 5321.679765 -7.384 0.000 2.528531 3.231366 1.410 n/a n/a
79 10000.00 1278.40 99.972866 0.9983276745788970 0.998626 -1189078.858987 294.850009 37.990187 154.823581 -164.556034 4562.131993 -6.708 0.000 2.630758 3.203481 1.190 n/a n/a
50 1000.00 1253.00 100.022449 0.9965485568037037 0.942685 -1221783.133490 297.181111 43.352401 155.908338 -3026.071971 7763.009493 -6.975 0.000 2.439025 0.138936 1.357 n/a n/a
86 4000.00 1215.80 100.005082 0.9990745200133335 0.999276 -1217980.360311 291.443621 39.542624 155.299558 -462.934558 5321.916940 -7.383 0.000 2.528536 3.231305 1.409 n/a n/a
86 7000.00 1236.50 99.987840 0.9987003084327604 0.998958 -1205105.191734 292.035013 38.498680 154.954121 -297.947338 4770.081362 -7.154 0.000 2.596505 3.240918 1.336 n/a n/a
51 1000.00 1250.00 100.022579 0.9965711855031546 0.943148 -1222253.582130 296.874023 43.316963 155.905711 -3004.665918 7753.005355 -7.007 0.000 2.439881 0.139263 1.368 n/a n/a
80 10000.00 1278.50 99.972870 0.9984948657231342 0.998764 -1189056.491320 294.864467 37.991320 154.830297 -164.573871 4562.359777 -6.707 0.000 2.630758 3.203436 1.190 n/a n/a
87 4000.00 1215.90 100.005095 0.9991677986897542 0.999349 -1217960.808033 291.456901 39.543349 155.304772 -462.963499 5322.154136 -7.382 0.000 2.528541 3.231245 1.409 n/a n/a
87 7000.00 1236.60 99.987853 0.9987942180252892 0.999034 -1205085.559192 292.048168 38.499342 154.959424 -297.964092 4770.272706 -7.153 0.000 2.596509 3.240856 1.336 n/a n/a
52 1000.00 1247.00 100.022711 0.9965939241793484 0.943612 -1222724.063899 296.566336 43.281526 155.903092 -2983.247802 7742.923271 -7.040 0.000 2.440737 0.139592 1.378 n/a n/a
81 10000.00 1278.60 99.972873 0.9986620873306316 0.998901 -1189034.120840 294.878926 37.992454 154.837015 -164.591713 4562.587586 -6.706 0.000 2.630758 3.203391 1.189 n/a n/a
88 7000.00 1236.70 99.987866 0.9988881558731985 0.999109 -1205065.924163 292.061323 38.500004 154.964728 -297.980849 4770.464062 -7.152 0.000 2.596513 3.240795 1.335 n/a n/a
53 1000.00 1244.00 100.022846 0.9966167734597723 0.944077 -1223194.579224 296.258047 43.246093 155.900483 -2961.817703 7732.762555 -7.072 0.000 2.441593 0.139923 1.388 n/a n/a
89 7000.00 1236.80 99.987879 0.9989821219895095 0.999184 -1205046.286647 292.074480 38.500666 154.970034 -297.997610 4770.655430 -7.150 0.000 2.596517 3.240733 1.334 n/a n/a
89 4000.00 1216.10 100.005120 0.9993544407134991 0.999495 -1217921.696128 291.483461 39.544800 155.315205 -463.021391 5322.628588 -7.380 0.000 2.528552 3.231124 1.408 n/a n/a
82 10000.00 1278.70 99.972877 0.9988293394838874 0.999038 -1189011.747545 294.893385 37.993588 154.843734 -164.609559 4562.815421 -6.705 0.000 2.630759 3.203346 1.189 n/a n/a
54 1000.00 1241.00 100.022984 0.9966397339736482 0.944542 -1223665.128533 295.949154 43.210661 155.897883 -2940.375706 7722.522512 -7.105 0.000 2.442450 0.140256 1.398 n/a n/a
90 7000.00 1236.90 99.987892 0.9990761163930334 0.999260 -1205026.646642 292.087637 38.501328 154.975342 -298.014373 4770.846811 -7.149 0.000 2.596522 3.240672 1.334 n/a n/a
90 4000.00 1216.20 100.005133 0.9994478040923738 0.999568 -1217902.136497 291.496742 39.545526 155.320424 -463.050342 5322.865846 -7.379 0.000 2.528557 3.231063 1.407 n/a n/a
55 1000.00 1238.00 100.023124 0.9966628063528820 0.945009 -1224135.712262 295.639654 43.175233 155.895291 -2918.921898 7712.202439 -7.137 0.000 2.443306 0.140591 1.408 n/a n/a
83 10000.00 1278.80 99.972881 0.9989966222648095 0.999176 -1188989.371430 294.907845 37.994722 154.850454 -164.627409 4563.043280 -6.704 0.000 2.630759 3.203301 1.189 n/a n/a
91 7000.00 1237.00 99.987905 0.9991701390973922 0.999335 -1205007.004147 292.100794 38.501991 154.980651 -298.031140 4771.038205 -7.148 0.000 2.596526 3.240610 1.333 n/a n/a
56 1000.00 1235.00 100.023267 0.9966859912316645 0.945477 -1224606.330850 295.329545 43.139809 155.892708 -2897.456368 7701.801625 -7.170 0.000 2.444164 0.140928 1.418 n/a n/a
91 4000.00 1216.30 100.005146 0.9995411957372422 0.999641 -1217882.574414 291.510024 39.546251 155.325644 -463.079295 5323.103124 -7.378 0.000 2.528563 3.231003 1.407 n/a n/a
92 7000.00 1237.10 99.987918 0.9992641901189941 0.999410 -1204987.359161 292.113953 38.502653 154.985962 -298.047909 4771.229611 -7.147 0.000 2.596530 3.240549 1.333 n/a n/a
84 10000.00 1278.90 99.972884 0.9991639357560713 0.999313 -1188966.992491 294.922306 37.995856 154.857175 -164.645263 4563.271165 -6.703 0.000 2.630759 3.203256 1.188 n/a n/a
92 4000.00 1216.40 100.005158 0.9996346156626802 0.999714 -1217863.009876 291.523307 39.546977 155.330866 -463.108253 5323.340423 -7.377 0.000 2.528568 3.230943 1.406 n/a n/a
57 1000.00 1232.00 100.023412 0.9967092892464661 0.945946 -1225076.984741 295.018825 43.104387 155.890134 -2875.979212 7691.319350 -7.203 0.000 2.445021 0.141266 1.428 n/a n/a
93 7000.00 1237.20 99.987931 0.9993582694742220 0.999486 -1204967.711681 292.127112 38.503316 154.991275 -298.064682 4771.421029 -7.146 0.000 2.596534 3.240487 1.332 n/a n/a
85 10000.00 1279.00 99.972888 0.9993312800398456 0.999451 -1188944.610725 294.936768 37.996991 154.863898 -164.663121 4563.499076 -6.702 0.000 2.630759 3.203211 1.188 n/a n/a
58 1000.00 1229.00 100.023560 0.9967327010359727 0.946415 -1225547.674386 294.707490 43.068970 155.887569 -2854.490527 7680.754884 -7.236 0.000 2.445878 0.141607 1.439 n/a n/a
93 4000.00 1216.50 100.005171 0.9997280638880635 0.999787 -1217843.442882 291.536591 39.547703 155.336090 -463.137213 5323.577743 -7.375 0.000 2.528573 3.230882 1.405 n/a n/a
94 7000.00 1237.30 99.987944 0.9994523771781441 0.999561 -1204948.061708 292.140272 38.503979 154.996589 -298.081458 4771.612460 -7.145 0.000 2.596539 3.240426 1.332 n/a n/a
59 1000.00 1226.00 100.023711 0.9967562272410012 0.946886 -1226018.400237 294.395539 43.033557 155.885013 -2832.990414 7670.107491 -7.269 0.000 2.446736 0.141950 1.449 n/a n/a
86 10000.00 1279.10 99.972892 0.9994986551975872 0.999588 -1188922.226129 294.951231 37.998125 154.870622 -164.680984 4563.727011 -6.701 0.000 2.630760 3.203166 1.188 n/a n/a
94 4000.00 1216.60 100.005184 0.9998215404257572 0.999860 -1217823.873431 291.549875 39.548429 155.341316 -463.166177 5323.815083 -7.374 0.000 2.528578 3.230822 1.405 n/a n/a
60 1000.00 1223.00 100.023864 0.9967798685044710 0.947357 -1226489.162756 294.082969 42.998148 155.882466 -2811.478978 7659.376424 -7.303 0.000 2.447594 0.142294 1.459 n/a n/a
95 7000.00 1237.40 99.987957 0.9995465132470336 0.999637 -1204928.409240 292.153433 38.504641 155.001905 -298.098237 4771.803903 -7.144 0.000 2.596543 3.240364 1.331 n/a n/a
87 10000.00 1279.20 99.972895 0.9996660613112631 0.999726 -1188899.838697 294.965694 37.999260 154.877347 -164.698850 4563.954972 -6.700 0.000 2.630760 3.203120 1.187 n/a n/a
61 1000.00 1220.00 100.024020 0.9968036254712608 0.947829 -1226959.962405 293.769778 42.962743 155.879928 -2789.956328 7648.560926 -7.336 0.000 2.448453 0.142641 1.470 n/a n/a
96 7000.00 1237.50 99.987970 0.9996406776967662 0.999712 -1204908.754276 292.166594 38.505304 155.007223 -298.115019 4771.995359 -7.143 0.000 2.596547 3.240303 1.331 n/a n/a
95 4000.00 1216.70 100.005196 0.9999150452944572 0.999934 -1217804.301522 291.563160 39.549155 155.346543 -463.195143 5324.052444 -7.373 0.000 2.528584 3.230761 1.404 n/a n/a
88 10000.00 1279.30 99.972899 0.9998334984635412 0.999863 -1188877.448427 294.980158 38.000395 154.884073 -164.716721 4564.182959 -6.698 0.000 2.630760 3.203075 1.187 n/a n/a
62 1000.00 1217.00 100.024179 0.9968274987881913 0.948303 -1227430.799657 293.455962 42.927344 155.877398 -2768.422577 7637.660234 -7.370 0.000 2.449311 0.142990 1.480 n/a n/a
97 7000.00 1237.60 99.987983 0.9997348705435725 0.999788 -1204889.096813 292.179756 38.505967 155.012542 -298.131805 4772.186827 -7.142 0.000 2.596551 3.240242 1.330 n/a n/a
96 4000.00 1216.80 100.005207 1.0000000000000000 1.000000 -1217785.092188 291.576182 39.549863 155.351307 -463.223676 5324.274582 -7.372 0.000 2.528585 0.000000 1.404 n/a n/a
97 4000.00 1216.80 100.005207 1.0000000000000000 1.000000 -1217785.092188 291.576182 39.549863 155.351307 -463.223676 5324.274582 -7.372 0.000 2.528585 0.000000 1.404 n/a n/a
63 1000.00 1214.00 100.024340 0.9968514891039210 0.948777 -1227901.674985 293.141519 42.891950 155.874878 -2746.877842 7626.673572 -7.404 0.000 2.450170 0.143341 1.491 n/a n/a
89 10000.00 1279.40 99.972903 1.0000000000000000 1.000000 -1188855.095082 294.994597 38.001526 154.890764 -164.734502 4564.409813 -6.697 0.000 2.630760 0.000000 1.187 n/a n/a
98 7000.00 1237.70 99.987996 0.9998290918008975 0.999863 -1204869.436852 292.192919 38.506630 155.017863 -298.148593 4772.378308 -7.141 0.000 2.596555 3.240180 1.330 n/a n/a
